,Time,RPM,ACCx,ACCy,ACCz
0,54427.0,69.0,0.31,-1.1,0.9956427015250545
1,54529.0,69.0,0.24,-0.98,1.0130718954248368
2,54632.0,69.0,0.35,-0.75,0.9956427015250545
3,54734.0,69.0,0.27,-0.24,0.931372549019608
4,54837.0,69.0,0.31,-1.53,1.0381263616557734
5,54939.0,69.0,0.31,-0.39,0.9782135076252724
6,55045.0,69.0,0.27,-0.75,0.9825708061002179
7,55148.0,69.0,0.04,-0.82,0.9694989106753813
8,55250.0,69.0,0.51,-1.41,1.0294117647058822
9,55352.0,69.0,0.43,-1.18,1.0043572984749456
10,55373.0,69.0,0.2,-1.22,1.0174291938997821
11,55373.0,69.0,0.2,-1.22,1.0174291938997821
12,55373.0,72.0,0.2,-1.22,1.0174291938997821
13,55373.0,73.0,0.2,-1.22,1.0174291938997821
14,55373.0,75.0,0.2,-1.22,1.0174291938997821
15,55373.0,74.0,0.2,-1.22,1.0174291938997821
16,55373.0,76.0,0.2,-1.22,1.0174291938997821
17,55373.0,77.0,0.2,-1.22,1.0174291938997821
18,55373.0,83.0,0.2,-1.22,1.0174291938997821
19,55373.0,87.0,0.2,-1.22,1.0174291938997821
20,55373.0,6000.0,0.2,-1.22,1.0174291938997821
21,55373.0,3.0,0.2,-1.22,1.0174291938997821
22,55373.0,14.0,0.2,-1.22,1.0174291938997821
23,55373.0,24.0,0.2,-1.22,1.0174291938997821
24,55373.0,32.0,0.2,-1.22,1.0174291938997821
25,55373.0,43.0,0.2,-1.22,1.0174291938997821
26,55374.0,53.0,0.2,-1.22,1.0174291938997821
27,55374.0,57.0,0.2,-1.22,1.0174291938997821
28,55374.0,62.0,0.2,-1.22,1.0174291938997821
29,55374.0,65.0,0.2,-1.22,1.0174291938997821
30,55455.0,100.0,0.2,-1.22,1.0174291938997821
31,55557.0,100.0,0.35,-1.02,1.0130718954248368
32,55660.0,100.0,0.47,-0.71,1.0130718954248368
33,55762.0,100.0,0.27,-1.02,1.0
34,55869.0,100.0,0.2,-0.94,0.9869281045751634
35,55971.0,100.0,0.31,-0.98,1.0087145969498912
36,56074.0,100.0,0.24,-1.06,1.0
37,56176.0,100.0,0.27,-1.02,1.0
38,56278.0,100.0,0.27,-1.02,1.0
39,56366.0,100.0,0.27,-1.1,1.0043572984749456
40,56366.0,101.0,0.27,-1.1,1.0043572984749456
41,56366.0,101.0,0.27,-1.1,1.0043572984749456
42,56366.0,102.0,0.27,-1.1,1.0043572984749456
43,56366.0,102.0,0.27,-1.1,1.0043572984749456
44,56366.0,103.0,0.27,-1.1,1.0043572984749456
45,56366.0,102.0,0.27,-1.1,1.0043572984749456
46,56366.0,100.0,0.27,-1.1,1.0043572984749456
47,56366.0,98.0,0.27,-1.1,1.0043572984749456
48,56366.0,97.0,0.27,-1.1,1.0043572984749456
49,56366.0,91.0,0.27,-1.1,1.0043572984749456
50,56366.0,93.0,0.27,-1.1,1.0043572984749456
51,56366.0,95.0,0.27,-1.1,1.0043572984749456
52,56366.0,99.0,0.27,-1.1,1.0043572984749456
53,56366.0,100.0,0.27,-1.1,1.0043572984749456
54,56366.0,101.0,0.27,-1.1,1.0043572984749456
55,56366.0,100.0,0.27,-1.1,1.0043572984749456
56,56367.0,100.0,0.27,-1.1,1.0043572984749456
57,56367.0,99.0,0.27,-1.1,1.0043572984749456
58,56367.0,99.0,0.27,-1.1,1.0043572984749456
59,56381.0,90.0,0.27,-1.1,1.0043572984749456
