,Time,RPM,ACCx,ACCy,ACCz
0,56141.0,146.0,0.27,-1.65,0.9825708061002179
1,56245.0,146.0,0.31,-1.65,0.9869281045751634
2,56346.0,146.0,0.31,-1.65,0.9869281045751634
3,56452.0,146.0,0.27,-1.73,0.9912854030501089
4,56558.0,146.0,0.27,-1.69,0.9912854030501089
5,56657.0,146.0,0.24,-1.65,1.0043572984749456
6,56760.0,146.0,0.31,-1.57,0.9956427015250545
7,56863.0,146.0,-0.35,1.1,0.8932461873638343
8,56966.0,146.0,0.08,-1.88,1.0468409586056644
9,57068.0,146.0,0.55,-2.94,1.0250544662309369
10,57088.0,146.0,0.2,-1.65,0.9618736383442266
11,57088.0,3.0,0.2,-1.65,0.9618736383442266
12,57089.0,11.0,0.2,-1.65,0.9618736383442266
13,57089.0,13.0,0.2,-1.65,0.9618736383442266
14,57089.0,23.0,0.2,-1.65,0.9618736383442266
15,57089.0,27.0,0.2,-1.65,0.9618736383442266
16,57089.0,37.0,0.2,-1.65,0.9618736383442266
17,57089.0,45.0,0.2,-1.65,0.9618736383442266
18,57089.0,54.0,0.2,-1.65,0.9618736383442266
19,57090.0,0.0,0.2,-1.65,0.9618736383442266
20,57090.0,0.0,0.2,-1.65,0.9618736383442266
21,57090.0,0.0,0.2,-1.65,0.9618736383442266
22,57090.0,0.0,0.2,-1.65,0.9618736383442266
23,57090.0,0.0,0.2,-1.65,0.9618736383442266
24,57090.0,0.0,0.2,-1.65,0.9618736383442266
25,57090.0,0.0,0.2,-1.65,0.9618736383442266
26,57091.0,0.0,0.2,-1.65,0.9618736383442266
27,57091.0,0.0,0.2,-1.65,0.9618736383442266
28,57091.0,0.0,0.2,-1.65,0.9618736383442266
29,57092.0,0.0,0.2,-1.65,0.9618736383442266
30,57173.0,73.0,0.2,-1.65,0.9618736383442266
31,57276.0,73.0,0.51,-1.61,1.0087145969498912
32,57379.0,73.0,0.16,-1.29,0.9825708061002179
33,57481.0,73.0,0.35,-1.37,0.9825708061002179
34,57583.0,73.0,0.31,-1.65,0.9912854030501089
35,57686.0,73.0,0.35,-1.57,0.9912854030501089
36,57789.0,73.0,0.31,-1.57,0.9956427015250545
37,57891.0,73.0,0.27,-1.65,0.9869281045751634
38,57998.0,73.0,0.16,-1.61,0.9912854030501089
39,58079.0,73.0,0.31,-1.57,0.9869281045751634
40,58079.0,73.0,0.31,-1.57,0.9869281045751634
41,58079.0,75.0,0.31,-1.57,0.9869281045751634
42,58079.0,76.0,0.31,-1.57,0.9869281045751634
43,58080.0,78.0,0.31,-1.57,0.9869281045751634
44,58080.0,80.0,0.31,-1.57,0.9869281045751634
45,58080.0,81.0,0.31,-1.57,0.9869281045751634
46,58080.0,81.0,0.31,-1.57,0.9869281045751634
47,58080.0,83.0,0.31,-1.57,0.9869281045751634
48,58080.0,85.0,0.31,-1.57,0.9869281045751634
49,58080.0,85.0,0.31,-1.57,0.9869281045751634
50,58080.0,86.0,0.31,-1.57,0.9869281045751634
51,58080.0,85.0,0.31,-1.57,0.9869281045751634
52,58080.0,84.0,0.31,-1.57,0.9869281045751634
53,58080.0,83.0,0.31,-1.57,0.9869281045751634
54,58080.0,70.0,0.31,-1.57,0.9869281045751634
55,58081.0,71.0,0.31,-1.57,0.9869281045751634
56,58081.0,70.0,0.31,-1.57,0.9869281045751634
57,58081.0,72.0,0.31,-1.57,0.9869281045751634
58,58081.0,71.0,0.31,-1.57,0.9869281045751634
59,58099.0,82.0,0.31,-1.57,0.9869281045751634
60,58202.0,82.0,0.35,-1.65,0.9869281045751634
61,58304.0,82.0,0.27,-1.69,0.9912854030501089
62,58407.0,82.0,0.35,-1.61,0.9912854030501089
63,58510.0,82.0,0.27,-1.69,0.9869281045751634
64,58611.0,82.0,0.24,-1.61,0.9912854030501089
65,58718.0,82.0,0.31,-1.69,0.9912854030501089
66,58820.0,82.0,0.35,-1.69,0.9825708061002179
67,58923.0,82.0,0.24,-1.65,0.9912854030501089
68,59026.0,82.0,0.31,-1.69,0.9956427015250545
69,59072.0,82.0,0.35,-1.73,1.0
70,59072.0,83.0,0.35,-1.73,1.0
71,59072.0,82.0,0.35,-1.73,1.0
72,59073.0,81.0,0.35,-1.73,1.0
73,59073.0,80.0,0.35,-1.73,1.0
74,59073.0,80.0,0.35,-1.73,1.0
75,59073.0,78.0,0.35,-1.73,1.0
76,59073.0,76.0,0.35,-1.73,1.0
77,59073.0,75.0,0.35,-1.73,1.0
78,59073.0,74.0,0.35,-1.73,1.0
79,59073.0,74.0,0.35,-1.73,1.0
80,59074.0,74.0,0.35,-1.73,1.0
81,59074.0,74.0,0.35,-1.73,1.0
82,59074.0,73.0,0.35,-1.73,1.0
