,Time,RPM,ACCx,ACCy,ACCz
0,55689.0,6000.0,0.63,-0.67,0.9825708061002179
1,55689.0,6000.0,0.63,-0.67,0.9825708061002179
2,55689.0,3.0,0.63,-0.67,0.9825708061002179
3,55689.0,13.0,0.63,-0.67,0.9825708061002179
4,55689.0,11.0,0.63,-0.67,0.9825708061002179
5,55689.0,22.0,0.63,-0.67,0.9825708061002179
6,55689.0,32.0,0.63,-0.67,0.9825708061002179
7,55689.0,0.0,0.63,-0.67,0.9825708061002179
8,55689.0,0.0,0.63,-0.67,0.9825708061002179
9,55689.0,0.0,0.63,-0.67,0.9825708061002179
10,55689.0,0.0,0.63,-0.67,0.9825708061002179
11,55690.0,0.0,0.63,-0.67,0.9825708061002179
12,55690.0,0.0,0.63,-0.67,0.9825708061002179
13,55690.0,0.0,0.63,-0.67,0.9825708061002179
14,55690.0,0.0,0.63,-0.67,0.9825708061002179
15,55690.0,0.0,0.63,-0.67,0.9825708061002179
16,55690.0,0.0,0.63,-0.67,0.9825708061002179
17,55788.0,73.0,0.63,-0.67,0.9825708061002179
18,55890.0,73.0,0.43,-1.18,1.0130718954248368
19,55992.0,73.0,0.51,-1.45,1.0337690631808278
20,56095.0,73.0,0.35,-1.02,1.0043572984749456
21,56198.0,73.0,0.47,-1.1,1.0087145969498912
22,56300.0,73.0,0.27,-0.9,0.9825708061002179
23,56402.0,73.0,0.31,-0.94,0.9956427015250545
24,56509.0,73.0,0.31,-0.9,1.0
25,56611.0,73.0,0.39,-1.22,1.0174291938997821
26,56681.0,73.0,0.24,-1.1,0.9956427015250545
27,56681.0,72.0,0.24,-1.1,0.9956427015250545
28,56681.0,74.0,0.24,-1.1,0.9956427015250545
29,56682.0,73.0,0.24,-1.1,0.9956427015250545
30,56682.0,75.0,0.24,-1.1,0.9956427015250545
31,56682.0,77.0,0.24,-1.1,0.9956427015250545
32,56682.0,80.0,0.24,-1.1,0.9956427015250545
33,56682.0,84.0,0.24,-1.1,0.9956427015250545
34,56682.0,87.0,0.24,-1.1,0.9956427015250545
35,56682.0,90.0,0.24,-1.1,0.9956427015250545
36,56682.0,92.0,0.24,-1.1,0.9956427015250545
37,56682.0,95.0,0.24,-1.1,0.9956427015250545
38,56682.0,97.0,0.24,-1.1,0.9956427015250545
39,56682.0,96.0,0.24,-1.1,0.9956427015250545
40,56682.0,96.0,0.24,-1.1,0.9956427015250545
41,56682.0,93.0,0.24,-1.1,0.9956427015250545
42,56682.0,92.0,0.24,-1.1,0.9956427015250545
43,56682.0,69.0,0.24,-1.1,0.9956427015250545
44,56682.0,72.0,0.24,-1.1,0.9956427015250545
45,56682.0,72.0,0.24,-1.1,0.9956427015250545
46,56713.0,93.0,0.24,-1.1,0.9956427015250545
47,56816.0,93.0,0.31,-0.98,0.9956427015250545
48,56918.0,93.0,0.31,-0.98,0.9956427015250545
49,57020.0,93.0,0.27,-0.98,0.9912854030501089
50,57123.0,93.0,0.35,-0.98,1.0043572984749456
51,57225.0,93.0,0.35,-1.18,1.0130718954248368
52,57332.0,93.0,0.27,-1.1,0.9912854030501089
53,57434.0,93.0,0.27,-1.02,0.9956427015250545
54,57537.0,93.0,0.24,-1.06,1.0043572984749456
55,57639.0,93.0,0.39,-1.06,1.0087145969498912
56,57674.0,93.0,0.31,-1.1,1.0043572984749456
57,57674.0,94.0,0.31,-1.1,1.0043572984749456
58,57674.0,96.0,0.31,-1.1,1.0043572984749456
59,57674.0,97.0,0.31,-1.1,1.0043572984749456
60,57674.0,98.0,0.31,-1.1,1.0043572984749456
61,57674.0,97.0,0.31,-1.1,1.0043572984749456
62,57674.0,96.0,0.31,-1.1,1.0043572984749456
63,57674.0,93.0,0.31,-1.1,1.0043572984749456
64,57674.0,90.0,0.31,-1.1,1.0043572984749456
65,57674.0,88.0,0.31,-1.1,1.0043572984749456
66,57674.0,86.0,0.31,-1.1,1.0043572984749456
67,57674.0,85.0,0.31,-1.1,1.0043572984749456
68,57674.0,85.0,0.31,-1.1,1.0043572984749456
69,57674.0,86.0,0.31,-1.1,1.0043572984749456
70,57674.0,86.0,0.31,-1.1,1.0043572984749456
71,57674.0,89.0,0.31,-1.1,1.0043572984749456
72,57674.0,90.0,0.31,-1.1,1.0043572984749456
73,57674.0,92.0,0.31,-1.1,1.0043572984749456
74,57674.0,92.0,0.31,-1.1,1.0043572984749456
75,57674.0,93.0,0.31,-1.1,1.0043572984749456
76,57741.0,88.0,0.31,-1.1,1.0043572984749456
77,57844.0,88.0,0.35,-1.1,1.0130718954248368
78,57946.0,88.0,0.2,-1.06,0.9956427015250545
79,58053.0,88.0,0.27,-1.02,0.9956427015250545
80,58155.0,88.0,0.59,-1.02,1.0043572984749456
81,58257.0,88.0,0.39,-1.06,1.0174291938997821
82,58364.0,88.0,0.39,-1.1,1.0087145969498912
83,58470.0,88.0,0.43,-1.06,1.0043572984749456
84,58565.0,88.0,0.43,-0.94,1.0
85,58667.0,88.0,0.43,-1.02,0.9912854030501089
86,58683.0,88.0,0.43,-1.02,0.9912854030501089
87,58684.0,86.0,0.43,-1.02,0.9912854030501089
88,58684.0,83.0,0.43,-1.02,0.9912854030501089
89,58684.0,82.0,0.43,-1.02,0.9912854030501089
90,58684.0,81.0,0.43,-1.02,0.9912854030501089
91,58684.0,81.0,0.43,-1.02,0.9912854030501089
92,58684.0,81.0,0.43,-1.02,0.9912854030501089
93,58684.0,83.0,0.43,-1.02,0.9912854030501089
94,58684.0,84.0,0.43,-1.02,0.9912854030501089
95,58684.0,87.0,0.43,-1.02,0.9912854030501089
96,58684.0,89.0,0.43,-1.02,0.9912854030501089
97,58684.0,90.0,0.43,-1.02,0.9912854030501089
98,58684.0,91.0,0.43,-1.02,0.9912854030501089
99,58684.0,90.0,0.43,-1.02,0.9912854030501089
100,58684.0,90.0,0.43,-1.02,0.9912854030501089
101,58685.0,88.0,0.43,-1.02,0.9912854030501089
102,58685.0,86.0,0.43,-1.02,0.9912854030501089
103,58685.0,90.0,0.43,-1.02,0.9912854030501089
104,58685.0,91.0,0.43,-1.02,0.9912854030501089
105,58685.0,90.0,0.43,-1.02,0.9912854030501089
106,58769.0,86.0,0.43,-1.02,0.9912854030501089
107,58876.0,86.0,0.35,-1.02,1.0
108,58978.0,86.0,0.27,-1.1,1.0043572984749456
109,59081.0,86.0,0.27,-1.06,1.0
110,59183.0,86.0,0.31,-0.9,1.0
111,59285.0,86.0,0.27,-0.94,0.9956427015250545
112,59388.0,86.0,0.27,-1.02,0.9956427015250545
113,59494.0,86.0,0.31,-1.06,1.0043572984749456
114,59597.0,86.0,0.31,-1.06,1.0
115,59675.0,86.0,0.27,-0.98,0.9956427015250545
116,59675.0,88.0,0.27,-0.98,0.9956427015250545
117,59675.0,90.0,0.27,-0.98,0.9956427015250545
118,59675.0,92.0,0.27,-0.98,0.9956427015250545
119,59675.0,95.0,0.27,-0.98,0.9956427015250545
120,59675.0,95.0,0.27,-0.98,0.9956427015250545
121,59675.0,96.0,0.27,-0.98,0.9956427015250545
122,59676.0,96.0,0.27,-0.98,0.9956427015250545
123,59676.0,94.0,0.27,-0.98,0.9956427015250545
124,59676.0,93.0,0.27,-0.98,0.9956427015250545
125,59676.0,92.0,0.27,-0.98,0.9956427015250545
126,59676.0,90.0,0.27,-0.98,0.9956427015250545
127,59676.0,90.0,0.27,-0.98,0.9956427015250545
128,59676.0,90.0,0.27,-0.98,0.9956427015250545
129,59676.0,92.0,0.27,-0.98,0.9956427015250545
130,59676.0,93.0,0.27,-0.98,0.9956427015250545
131,59676.0,96.0,0.27,-0.98,0.9956427015250545
132,59676.0,85.0,0.27,-0.98,0.9956427015250545
133,59676.0,85.0,0.27,-0.98,0.9956427015250545
134,59676.0,84.0,0.27,-0.98,0.9956427015250545
135,59699.0,99.0,0.27,-0.98,0.9956427015250545
136,59801.0,99.0,0.35,-0.98,1.0043572984749456
137,59904.0,99.0,0.35,-0.98,1.0130718954248368
138,60006.0,99.0,0.27,-1.02,0.9956427015250545
139,60108.0,99.0,0.27,-1.06,0.9956427015250545
140,60211.0,99.0,0.27,-0.98,0.9956427015250545
141,60313.0,99.0,0.27,-1.06,0.9912854030501089
142,60420.0,99.0,0.24,-1.02,0.9912854030501089
143,60522.0,99.0,0.35,-0.98,1.0
144,60626.0,99.0,0.27,-1.02,1.0043572984749456
145,60668.0,99.0,0.24,-1.14,0.9956427015250545
146,60668.0,97.0,0.24,-1.14,0.9956427015250545
147,60668.0,94.0,0.24,-1.14,0.9956427015250545
148,60668.0,92.0,0.24,-1.14,0.9956427015250545
149,60668.0,91.0,0.24,-1.14,0.9956427015250545
150,60668.0,92.0,0.24,-1.14,0.9956427015250545
151,60668.0,93.0,0.24,-1.14,0.9956427015250545
152,60668.0,94.0,0.24,-1.14,0.9956427015250545
153,60668.0,96.0,0.24,-1.14,0.9956427015250545
154,60668.0,98.0,0.24,-1.14,0.9956427015250545
155,60668.0,100.0,0.24,-1.14,0.9956427015250545
156,60668.0,100.0,0.24,-1.14,0.9956427015250545
157,60668.0,100.0,0.24,-1.14,0.9956427015250545
158,60668.0,100.0,0.24,-1.14,0.9956427015250545
159,60669.0,97.0,0.24,-1.14,0.9956427015250545
160,60669.0,97.0,0.24,-1.14,0.9956427015250545
161,60669.0,95.0,0.24,-1.14,0.9956427015250545
162,60669.0,97.0,0.24,-1.14,0.9956427015250545
163,60669.0,99.0,0.24,-1.14,0.9956427015250545
164,60669.0,98.0,0.24,-1.14,0.9956427015250545
165,60727.0,97.0,0.24,-1.14,0.9956427015250545
166,60829.0,97.0,0.35,-1.1,0.9869281045751634
167,60932.0,97.0,0.27,-1.06,0.9956427015250545
168,61034.0,97.0,0.27,-1.02,1.0043572984749456
169,61141.0,97.0,0.35,-1.06,1.0087145969498912
170,61244.0,97.0,0.31,-1.02,1.0043572984749456
171,61346.0,97.0,0.35,-1.06,0.9956427015250545
172,61448.0,97.0,0.31,-1.14,0.9912854030501089
173,61550.0,97.0,0.31,-1.1,1.0087145969498912
174,61653.0,97.0,0.27,-1.02,1.0
175,61661.0,97.0,0.43,-1.02,1.0130718954248368
176,61661.0,99.0,0.43,-1.02,1.0130718954248368
177,61661.0,101.0,0.43,-1.02,1.0130718954248368
178,61661.0,103.0,0.43,-1.02,1.0130718954248368
179,61661.0,103.0,0.43,-1.02,1.0130718954248368
180,61661.0,103.0,0.43,-1.02,1.0130718954248368
181,61661.0,101.0,0.43,-1.02,1.0130718954248368
182,61661.0,99.0,0.43,-1.02,1.0130718954248368
183,61661.0,98.0,0.43,-1.02,1.0130718954248368
184,61661.0,97.0,0.43,-1.02,1.0130718954248368
185,61661.0,97.0,0.43,-1.02,1.0130718954248368
186,61661.0,98.0,0.43,-1.02,1.0130718954248368
187,61661.0,100.0,0.43,-1.02,1.0130718954248368
188,61661.0,102.0,0.43,-1.02,1.0130718954248368
189,61661.0,104.0,0.43,-1.02,1.0130718954248368
190,61661.0,105.0,0.43,-1.02,1.0130718954248368
191,61661.0,106.0,0.43,-1.02,1.0130718954248368
192,61661.0,95.0,0.43,-1.02,1.0130718954248368
193,61661.0,95.0,0.43,-1.02,1.0130718954248368
194,61661.0,95.0,0.43,-1.02,1.0130718954248368
